brin_nummer,kwalificatie_code,kwalificatie_naam,2015_man_i,2015_vrouw_i,2015_tot_i,2016_man_i,2016_vrouw_i,2016_tot_i,2017_man_i,2017_vrouw_i,2017_tot_i,2018_man_i,2018_vrouw_i,2018_tot_i,2019_man_i,2019_vrouw_i,2019_tot_i,2015_man_d,2015_vrouw_d,2015_tot_d,2016_man_d,2016_vrouw_d,2016_tot_d,2017_man_d,2017_vrouw_d,2017_tot_d,2018_man_d,2018_vrouw_d,2018_tot_d,2019_man_d,2019_vrouw_d,2019_tot_d,tech_label
25LF,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,25.0,0.0,25.0,41.0,0.0,41.0,61.0,1.0,62.0,55.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,tech
25LF,25197.0,Allround DTP-er,0.0,0.0,0.0,19.0,10.0,29.0,43.0,13.0,56.0,48.0,24.0,72.0,21.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,40.0,tech
25LF,25198.0,Medewerker DTP,0.0,0.0,0.0,31.0,12.0,43.0,39.0,22.0,61.0,45.0,24.0,69.0,28.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,19.0,11.0,10.0,21.0,tech
25LF,25201.0,Mediavormgever,0.0,0.0,0.0,43.0,68.0,111.0,83.0,109.0,192.0,119.0,146.0,265.0,121.0,147.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,tech
25LF,25212.0,Ruimtelijk vormgever,0.0,0.0,0.0,2.0,13.0,15.0,3.0,31.0,34.0,3.0,34.0,37.0,21.0,73.0,94.0,,,,,,,,,,,,,,,,design
25LF,25215.0,Signspecialist,0.0,0.0,0.0,8.0,1.0,9.0,17.0,7.0,24.0,24.0,5.0,29.0,25.0,8.0,33.0,,,,,,,,,,,,,,,,design
25LF,25591.0,Mediamaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,39.0,,,,,,,,,,,,,,,,design
25LF,25592.0,Allround mediamaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,16.0,,,,,,,,,,,,,,,,tech
25LF,26010.0,E-commerce Manager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,35.0,,,,,,,,,,,,,,,,growth
25LF,90411.0,Mediavormgever (Animatie/audiovisuele vormgeving),27.0,7.0,34.0,25.0,7.0,32.0,18.0,5.0,23.0,9.0,2.0,11.0,2.0,0.0,2.0,4.0,1.0,5.0,7.0,3.0,10.0,3.0,1.0,4.0,12.0,2.0,14.0,7.0,2.0,9.0,tech
25LF,90412.0,Mediavormgever (Art & Design KC GOC),27.0,64.0,91.0,12.0,44.0,56.0,8.0,33.0,41.0,2.0,17.0,19.0,0.0,3.0,3.0,4.0,13.0,17.0,6.0,11.0,17.0,2.0,8.0,10.0,5.0,13.0,18.0,2.0,14.0,16.0,tech
25LF,90413.0,Mediavormgever (Grafische vormgeving),44.0,50.0,94.0,45.0,47.0,92.0,27.0,26.0,53.0,12.0,9.0,21.0,1.0,1.0,2.0,10.0,16.0,26.0,15.0,15.0,30.0,15.0,16.0,31.0,10.0,16.0,26.0,10.0,8.0,18.0,tech
25LF,90414.0,Mediavormgever (Interactieve vormgeving),8.0,4.0,12.0,6.0,7.0,13.0,1.0,6.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,3.0,11.0,4.0,1.0,5.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,3.0,3.0,tech
25LF,90532.0,Medewerker marketing en communicatie (Marketing medewerker),129.0,115.0,244.0,75.0,77.0,152.0,43.0,47.0,90.0,1.0,2.0,3.0,0.0,0.0,0.0,36.0,34.0,70.0,32.0,28.0,60.0,29.0,29.0,58.0,42.0,45.0,87.0,0.0,0.0,0.0,growth
25LF,91530.0,Vormgeving ruimtelijke presentatie en communicatie (Medewerker productpresentatie),7.0,19.0,26.0,4.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,3.0,10.0,13.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,design
25LF,91541.0,"Vormgeving ruimtelijke presentatie en communicatie (Stand-, winkel en decorvormgever)",1.0,5.0,6.0,1.0,6.0,7.0,1.0,5.0,6.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,5.0,6.0,0.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,design
25LF,91542.0,Vormgeving ruimtelijke presentatie en communicatie (Vormgever productpresentatie),0.0,11.0,11.0,1.0,21.0,22.0,1.0,13.0,14.0,0.0,8.0,8.0,0.0,2.0,2.0,1.0,8.0,9.0,0.0,11.0,11.0,0.0,9.0,9.0,1.0,15.0,16.0,0.0,6.0,6.0,design
25LF,94500.0,Signmaker (Medewerker sign),23.0,7.0,30.0,14.0,3.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,8.0,2.0,10.0,13.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,design
25LF,94510.0,Signmaker (Allround signmaker),31.0,5.0,36.0,20.0,6.0,26.0,12.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,13.0,11.0,0.0,11.0,10.0,3.0,13.0,12.0,4.0,16.0,0.0,0.0,0.0,design
25LF,95060.0,ICT-medewerker (Medewerker ICT),3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
25LF,95070.0,ICT-medewerker (Medewerker beheer ICT),88.0,1.0,89.0,67.0,1.0,68.0,23.0,0.0,23.0,4.0,0.0,4.0,0.0,0.0,0.0,25.0,1.0,26.0,22.0,0.0,22.0,43.0,1.0,44.0,17.0,0.0,17.0,5.0,0.0,5.0,tech
25LF,95311.0,Applicatie- en mediaontwikkeling (Applicatieontwikkelaar),80.0,1.0,81.0,77.0,1.0,78.0,33.0,0.0,33.0,12.0,0.0,12.0,0.0,0.0,0.0,20.0,0.0,20.0,34.0,0.0,34.0,43.0,0.0,43.0,21.0,0.0,21.0,10.0,0.0,10.0,tech
25LF,95321.0,ICT- en mediabeheer (ICT-beheerder),65.0,1.0,66.0,69.0,0.0,69.0,43.0,0.0,43.0,11.0,0.0,11.0,0.0,0.0,0.0,26.0,0.0,26.0,29.0,0.0,29.0,38.0,1.0,39.0,30.0,0.0,30.0,11.0,0.0,11.0,tech
25LF,95323.0,ICT- en mediabeheer (Netwerkbeheerder),34.0,1.0,35.0,31.0,1.0,32.0,14.0,0.0,14.0,6.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,18.0,12.0,0.0,12.0,26.0,1.0,27.0,6.0,0.0,6.0,6.0,0.0,6.0,tech
25LF,95705.0,Allround DTP-er,49.0,21.0,70.0,36.0,16.0,52.0,25.0,13.0,38.0,5.0,2.0,7.0,3.0,1.0,4.0,20.0,14.0,34.0,24.0,14.0,38.0,23.0,14.0,37.0,27.0,15.0,42.0,3.0,0.0,3.0,tech
25LF,95707.0,Medewerker DTP,64.0,30.0,94.0,27.0,15.0,42.0,8.0,2.0,10.0,1.0,1.0,2.0,0.0,0.0,0.0,30.0,8.0,38.0,23.0,12.0,35.0,13.0,9.0,22.0,3.0,1.0,4.0,0.0,0.0,0.0,tech
25LG,22086.0,Mediavormgever,51.0,29.0,80.0,9.0,8.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
25LG,22088.0,ICT- en mediabeheer,55.0,0.0,55.0,6.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
25LG,22166.0,Medewerker marketing en communicatie,40.0,27.0,67.0,11.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,growth
25LG,22258.0,Applicatie- en mediaontwikkeling,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
25LG,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,15.0,14.0,29.0,39.0,27.0,66.0,55.0,36.0,91.0,46.0,32.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,21.0,growth
25LG,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,61.0,2.0,63.0,105.0,5.0,110.0,133.0,7.0,140.0,150.0,12.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,tech
25LG,25188.0,Gamedeveloper,0.0,0.0,0.0,1.0,0.0,1.0,13.0,2.0,15.0,13.0,0.0,13.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,tech
25LG,25189.0,ICT-beheerder,0.0,0.0,0.0,40.0,0.0,40.0,73.0,0.0,73.0,82.0,1.0,83.0,94.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,tech
25LG,25190.0,Netwerk- en mediabeheerder,0.0,0.0,0.0,8.0,1.0,9.0,16.0,1.0,17.0,20.0,0.0,20.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,tech
25LG,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,16.0,0.0,16.0,31.0,0.0,31.0,58.0,1.0,59.0,43.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,28.0,0.0,28.0,tech
25LG,25192.0,Medewerker ICT,0.0,0.0,0.0,15.0,0.0,15.0,42.0,0.0,42.0,36.0,3.0,39.0,44.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,3.0,1.0,4.0,tech
25LG,25197.0,Allround DTP-er,0.0,0.0,0.0,8.0,4.0,12.0,17.0,4.0,21.0,14.0,12.0,26.0,10.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,tech
25LG,25201.0,Mediavormgever,0.0,0.0,0.0,61.0,36.0,97.0,105.0,60.0,165.0,136.0,82.0,218.0,120.0,94.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,33.0,tech
25LG,25212.0,Ruimtelijk vormgever,0.0,0.0,0.0,3.0,27.0,30.0,2.0,51.0,53.0,2.0,60.0,62.0,10.0,77.0,87.0,,,,,,,,,,,,,,,,design
25LG,90020.0,Applicatieontwikkelaar,13.0,0.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,5.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
25LG,90403.0,Mediavormgever (Grafische vormgeving),54.0,43.0,97.0,64.0,43.0,107.0,32.0,40.0,72.0,15.0,4.0,19.0,8.0,1.0,9.0,43.0,20.0,63.0,19.0,15.0,34.0,25.0,11.0,36.0,19.0,36.0,55.0,5.0,2.0,7.0,tech
25LG,90404.0,Mediavormgever (Interactieve vormgeving),12.0,2.0,14.0,12.0,4.0,16.0,12.0,4.0,16.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,4.0,19.0,11.0,2.0,13.0,7.0,3.0,10.0,2.0,2.0,4.0,1.0,0.0,1.0,tech
25LG,90531.0,Medewerker marketing en communicatie (Assistent communicatiemedewerker),14.0,19.0,33.0,22.0,14.0,36.0,14.0,11.0,25.0,3.0,2.0,5.0,1.0,0.0,1.0,6.0,18.0,24.0,10.0,17.0,27.0,12.0,12.0,24.0,11.0,9.0,20.0,1.0,2.0,3.0,growth
25LG,90532.0,Medewerker marketing en communicatie (Marketing medewerker),6.0,3.0,9.0,5.0,2.0,7.0,5.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,10.0,4.0,2.0,6.0,4.0,2.0,6.0,2.0,3.0,5.0,1.0,0.0,1.0,growth
25LG,90611.0,Mediatechnologie (Crossmedia publishing),2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
25LG,90612.0,Mediatechnologie (Webdeveloper),2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
25LG,91542.0,Vormgeving ruimtelijke presentatie en communicatie (Vormgever productpresentatie),3.0,72.0,75.0,3.0,54.0,57.0,3.0,36.0,39.0,2.0,22.0,24.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,21.0,21.0,0.0,10.0,10.0,1.0,11.0,12.0,2.0,23.0,25.0,design
25LG,93191.0,ICT-beheer (ICT-beheerder),2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
25LG,93220.0,Game artist,88.0,21.0,109.0,43.0,14.0,57.0,23.0,4.0,27.0,11.0,0.0,11.0,3.0,0.0,3.0,11.0,0.0,11.0,12.0,2.0,14.0,18.0,10.0,28.0,9.0,4.0,13.0,7.0,0.0,7.0,tech
25LG,95060.0,ICT-medewerker (Medewerker ICT),63.0,0.0,63.0,26.0,0.0,26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,23.0,27.0,0.0,27.0,23.0,0.0,23.0,1.0,0.0,1.0,1.0,0.0,1.0,tech
25LG,95070.0,ICT-medewerker (Medewerker beheer ICT),22.0,0.0,22.0,11.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,17.0,0.0,17.0,11.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,tech
25LG,95311.0,Applicatie- en mediaontwikkeling (Applicatieontwikkelaar),110.0,3.0,113.0,107.0,1.0,108.0,75.0,1.0,76.0,40.0,1.0,41.0,26.0,0.0,26.0,5.0,0.0,5.0,6.0,0.0,6.0,24.0,0.0,24.0,23.0,0.0,23.0,13.0,1.0,14.0,tech
25LG,95312.0,Applicatie- en mediaontwikkeling (Gamedeveloper),30.0,2.0,32.0,33.0,4.0,37.0,19.0,2.0,21.0,6.0,1.0,7.0,2.0,0.0,2.0,5.0,0.0,5.0,13.0,0.0,13.0,9.0,1.0,10.0,13.0,1.0,14.0,4.0,0.0,4.0,tech
25LG,95313.0,Applicatie- en mediaontwikkeling (Mediadeveloper),18.0,1.0,19.0,10.0,1.0,11.0,7.0,1.0,8.0,3.0,1.0,4.0,0.0,0.0,0.0,8.0,1.0,9.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,tech
25LG,95321.0,ICT- en mediabeheer (ICT-beheerder),75.0,3.0,78.0,82.0,2.0,84.0,38.0,1.0,39.0,23.0,1.0,24.0,9.0,1.0,10.0,23.0,0.0,23.0,15.0,0.0,15.0,28.0,0.0,28.0,12.0,0.0,12.0,11.0,0.0,11.0,tech
25LG,95323.0,ICT- en mediabeheer (Netwerkbeheerder),13.0,0.0,13.0,19.0,0.0,19.0,14.0,0.0,14.0,7.0,0.0,7.0,4.0,0.0,4.0,8.0,0.0,8.0,12.0,0.0,12.0,11.0,0.0,11.0,4.0,0.0,4.0,3.0,0.0,3.0,tech
25LG,95705.0,Allround DTP-er,34.0,18.0,52.0,13.0,10.0,23.0,8.0,3.0,11.0,4.0,1.0,5.0,2.0,0.0,2.0,7.0,3.0,10.0,19.0,5.0,24.0,0.0,3.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,tech
25LG,95707.0,Medewerker DTP,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
25LH,22086.0,Mediavormgever,78.0,23.0,101.0,9.0,0.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
25LH,22166.0,Medewerker marketing en communicatie,40.0,41.0,81.0,13.0,13.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,growth
25LH,23089.0,ICT- en mediabeheer,0.0,0.0,0.0,146.0,3.0,149.0,198.0,3.0,201.0,170.0,6.0,176.0,125.0,2.0,127.0,,,,,,,,,,,,,,,,tech
25LH,23090.0,ICT support,0.0,0.0,0.0,217.0,3.0,220.0,90.0,5.0,95.0,35.0,0.0,35.0,18.0,1.0,19.0,,,,,,,,,,,,,,,,tech
25LH,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,20.0,11.0,31.0,27.0,21.0,48.0,62.0,48.0,110.0,87.0,61.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,16.0,10.0,14.0,24.0,growth
25LH,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,181.0,4.0,185.0,266.0,10.0,276.0,293.0,9.0,302.0,263.0,13.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,70.0,tech
25LH,25189.0,ICT-beheerder,0.0,0.0,0.0,32.0,2.0,34.0,54.0,1.0,55.0,228.0,6.0,234.0,304.0,7.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,79.0,tech
25LH,25190.0,Netwerk- en mediabeheerder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,72.0,5.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,tech
25LH,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,10.0,1.0,11.0,141.0,4.0,145.0,114.0,15.0,129.0,105.0,14.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,97.0,58.0,4.0,62.0,tech
25LH,25192.0,Medewerker ICT,0.0,0.0,0.0,6.0,0.0,6.0,35.0,0.0,35.0,21.0,1.0,22.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,9.0,0.0,9.0,tech
25LH,25197.0,Allround DTP-er,0.0,0.0,0.0,4.0,1.0,5.0,16.0,11.0,27.0,27.0,17.0,44.0,24.0,17.0,41.0,,,,,,,,,,,,,,,,tech
25LH,25201.0,Mediavormgever,0.0,0.0,0.0,75.0,28.0,103.0,120.0,65.0,185.0,144.0,76.0,220.0,165.0,104.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,tech
25LH,90191.0,DTP-er (Allround DTP-er),3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,9.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,design
25LH,90230.0,Medewerker beheer ICT,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
25LH,90411.0,Mediavormgever (Animatie/audiovisuele vormgeving),65.0,12.0,77.0,66.0,9.0,75.0,42.0,2.0,44.0,17.0,0.0,17.0,0.0,0.0,0.0,14.0,4.0,18.0,11.0,1.0,12.0,17.0,5.0,22.0,23.0,2.0,25.0,15.0,0.0,15.0,tech
25LH,90412.0,Mediavormgever (Art & Design KC GOC),22.0,24.0,46.0,33.0,37.0,70.0,25.0,23.0,48.0,13.0,11.0,24.0,3.0,0.0,3.0,7.0,1.0,8.0,7.0,3.0,10.0,6.0,9.0,15.0,8.0,10.0,18.0,12.0,12.0,24.0,tech
25LH,90414.0,Mediavormgever (Interactieve vormgeving),39.0,5.0,44.0,33.0,3.0,36.0,24.0,2.0,26.0,12.0,0.0,12.0,2.0,0.0,2.0,10.0,0.0,10.0,12.0,2.0,14.0,8.0,0.0,8.0,11.0,2.0,13.0,10.0,0.0,10.0,tech
25LH,90531.0,Medewerker marketing en communicatie (Assistent communicatiemedewerker),0.0,2.0,2.0,1.0,5.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,2.0,6.0,0.0,0.0,0.0,growth
25LH,90532.0,Medewerker marketing en communicatie (Marketing medewerker),158.0,94.0,252.0,60.0,36.0,96.0,12.0,5.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,110.0,77.0,187.0,83.0,63.0,146.0,52.0,34.0,86.0,14.0,6.0,20.0,0.0,1.0,1.0,growth
25LH,93191.0,ICT-beheer (ICT-beheerder),2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
25LH,93192.0,ICT-beheer (Netwerkbeheerder),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech
25LH,95060.0,ICT-medewerker (Medewerker ICT),125.0,5.0,130.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2.0,71.0,63.0,0.0,63.0,8.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,tech
25LH,95070.0,ICT-medewerker (Medewerker beheer ICT),241.0,5.0,246.0,106.0,4.0,110.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,8.0,189.0,127.0,0.0,127.0,86.0,1.0,87.0,4.0,3.0,7.0,1.0,0.0,1.0,tech
25LH,95311.0,Applicatie- en mediaontwikkeling (Applicatieontwikkelaar),194.0,6.0,200.0,121.0,3.0,124.0,54.0,2.0,56.0,4.0,0.0,4.0,0.0,0.0,0.0,31.0,2.0,33.0,25.0,2.0,27.0,51.0,1.0,52.0,45.0,2.0,47.0,5.0,0.0,5.0,tech
25LH,95321.0,ICT- en mediabeheer (ICT-beheerder),368.0,9.0,377.0,237.0,5.0,242.0,117.0,1.0,118.0,4.0,0.0,4.0,1.0,0.0,1.0,47.0,0.0,47.0,95.0,2.0,97.0,95.0,2.0,97.0,105.0,1.0,106.0,3.0,0.0,3.0,tech
25LH,95323.0,ICT- en mediabeheer (Netwerkbeheerder),28.0,2.0,30.0,12.0,2.0,14.0,10.0,1.0,11.0,4.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,9.0,10.0,0.0,10.0,2.0,1.0,3.0,7.0,1.0,8.0,1.0,0.0,1.0,tech
25LH,95705.0,Allround DTP-er,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,9.0,3.0,2.0,5.0,3.0,0.0,3.0,tech
25LJ,22166.0,Medewerker marketing en communicatie,51.0,25.0,76.0,22.0,14.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,growth
25LJ,22263.0,ICT- en mediabeheer,52.0,0.0,52.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
25LJ,23089.0,ICT- en mediabeheer,0.0,0.0,0.0,40.0,1.0,41.0,52.0,0.0,52.0,49.0,0.0,49.0,76.0,1.0,77.0,,,,,,,,,,,,,,,,tech
25LJ,23090.0,ICT support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,tech
25LJ,25148.0,Medewerker marketing en communicatie,0.0,0.0,0.0,27.0,13.0,40.0,38.0,22.0,60.0,53.0,26.0,79.0,53.0,23.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,8.0,10.0,18.0,growth
25LJ,25187.0,Applicatie- en mediaontwikkelaar,0.0,0.0,0.0,47.0,3.0,50.0,114.0,3.0,117.0,141.0,3.0,144.0,138.0,10.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,26.0,tech
25LJ,25189.0,ICT-beheerder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,tech
25LJ,25190.0,Netwerk- en mediabeheerder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,tech
25LJ,25191.0,Medewerker beheer ICT,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,6.0,18.0,0.0,18.0,27.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,tech
25LJ,25192.0,Medewerker ICT,0.0,0.0,0.0,28.0,0.0,28.0,50.0,0.0,50.0,67.0,4.0,71.0,44.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,14.0,0.0,14.0,tech
25LJ,25212.0,Ruimtelijk vormgever,0.0,0.0,0.0,5.0,23.0,28.0,13.0,35.0,48.0,21.0,51.0,72.0,24.0,73.0,97.0,,,,,,,,,,,,,,,,design
25LJ,90531.0,Medewerker marketing en communicatie (Assistent communicatiemedewerker),0.0,1.0,1.0,2.0,4.0,6.0,0.0,9.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,6.0,14.0,2.0,0.0,2.0,2.0,3.0,5.0,2.0,10.0,12.0,0.0,1.0,1.0,growth
