brinnummer_duo,opleidingscode_duo,instellingsnaam_duo,croho_onderdeel_duo,croho_subonderdeel_duo,opleidingsnaam_duo,ho_type,soortopleiding_duo,2015_man_i,2015_vrouw_i,2016_man_i,2016_vrouw_i,2017_man_i,2017_vrouw_i,2018_man_i,2018_vrouw_i,2019_man_i,2019_vrouw_i,2015_tot_i,2016_tot_i,2017_tot_i,2018_tot_i,2019_tot_i,2014_man_d,2014_vrouw_d,2015_man_d,2015_vrouw_d,2016_man_d,2016_vrouw_d,2017_man_d,2017_vrouw_d,2018_man_d,2018_vrouw_d,2014_tot_d,2015_tot_d,2016_tot_d,2017_tot_d,2018_tot_d,gemeentenummer_duo,cluster_sdb,sector_sdb,actieveopleiding_sdb,naamopleidingengels_sdb,eerstejaarsaantal_sdb,studentenaantal_sdb,_merge,tech_keyword,tech_label
21PM,60255,Radboud Universiteit Nijmegen,natuur,n.v.t. (natuur),Information Sciences,wo,master,18.0,2.0,17.0,1.0,16.0,3.0,17.0,6.0,14.0,8.0,20.0,18.0,19.0,23.0,22.0,12.0,3.0,13.0,2.0,20.0,2.0,15.0,2.0,10.0,3.0,15.0,15.0,22.0,17.0,13.0,['268'],Informatiekunde,Exact en Informatica,1.0,Information Sciences,18.0,0.0,both,information,developer
21PM,60364,Radboud Universiteit Nijmegen,natuur,n.v.t. (natuur),Computing Science,wo,master,31.0,2.0,57.0,6.0,57.0,6.0,61.0,11.0,81.0,17.0,33.0,63.0,63.0,72.0,98.0,26.0,1.0,34.0,4.0,21.0,2.0,38.0,3.0,38.0,2.0,27.0,38.0,23.0,41.0,40.0,['268'],Informatica,Exact en Informatica,1.0,Computing Science,65.0,200.0,both,,developer
21PM,66981,Radboud Universiteit Nijmegen,natuur,n.v.t. (natuur),Artificial Intelligence,wo,master,21.0,6.0,21.0,10.0,26.0,10.0,23.0,18.0,29.0,16.0,27.0,31.0,36.0,41.0,45.0,9.0,3.0,8.0,4.0,13.0,11.0,15.0,4.0,19.0,10.0,12.0,12.0,24.0,19.0,29.0,['268'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Artificial Intelligence,41.0,115.0,both,"artificial, intelligence",developer
21PM,56826,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- en Informatiewetenschappen,wo,bachelor,17.0,87.0,42.0,85.0,42.0,130.0,46.0,144.0,41.0,134.0,104.0,127.0,172.0,190.0,175.0,13.0,87.0,9.0,75.0,23.0,78.0,16.0,76.0,11.0,48.0,100.0,84.0,101.0,92.0,59.0,['268'],Communicatie,Taal en Communicatie,1.0,Communication and Information Studies,164.0,464.0,both,information,growth
21PM,66826,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- & Informatiewetenschappen,wo,master,27.0,89.0,16.0,80.0,21.0,71.0,27.0,75.0,17.0,76.0,116.0,96.0,92.0,102.0,93.0,22.0,89.0,23.0,68.0,18.0,86.0,19.0,67.0,25.0,85.0,111.0,91.0,104.0,86.0,110.0,['268'],Communicatie,Taal en Communicatie,1.0,Communication & Information Studies,88.0,0.0,both,information,growth
21PN,60057,Tilburg University,economie,n.v.t. (economie),Business Analytics and Operations Research,wo,master,22.0,8.0,20.0,12.0,32.0,9.0,31.0,11.0,20.0,16.0,30.0,32.0,41.0,42.0,36.0,16.0,6.0,17.0,5.0,20.0,6.0,24.0,14.0,30.0,13.0,22.0,22.0,26.0,38.0,43.0,"['796', '855', '344']",Econometrie,Economie en Bedrijf,1.0,Business Analytics and Operations Research,34.0,0.0,both,analytic,data
21PN,60063,Tilburg University,economie,n.v.t. (economie),Marketing Management,wo,master,78.0,59.0,114.0,100.0,136.0,129.0,104.0,103.0,114.0,108.0,137.0,214.0,265.0,207.0,222.0,131.0,95.0,105.0,78.0,106.0,92.0,113.0,105.0,101.0,106.0,226.0,183.0,198.0,218.0,207.0,"['796', '855', '344']",Bedrijfskunde,Economie en Bedrijf,1.0,Marketing Management,92.0,0.0,both,marketing,growth
21PN,60064,Tilburg University,economie,n.v.t. (economie),Marketing Analytics,wo,master,5.0,13.0,13.0,9.0,18.0,18.0,19.0,34.0,25.0,30.0,18.0,22.0,36.0,53.0,55.0,6.0,13.0,8.0,20.0,8.0,11.0,20.0,21.0,23.0,25.0,19.0,28.0,19.0,41.0,48.0,"['796', '855', '344']",Bedrijfskunde,Economie en Bedrijf,1.0,Marketing Analytics,41.0,0.0,both,"marketing, analytic",data
21PN,59338,Tilburg University,natuur,n.v.t. (natuur),Cognitive Science and Artificial Intelligence,wo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,45.0,0.0,0.0,0.0,0.0,116.0,,,,,,,,,,,,,,,,"['796', '855', '344']",Kunstmatige Intelligentie,Exact en Informatica,1.0,Cognitive Science and Artificial Intelligence,0.0,0.0,both,"artificial, intelligence",developer
21PN,60055,Tilburg University,natuur,n.v.t. (natuur),Information Management,wo,master,63.0,14.0,77.0,19.0,90.0,24.0,102.0,31.0,85.0,23.0,77.0,96.0,114.0,133.0,108.0,56.0,14.0,62.0,15.0,74.0,14.0,82.0,29.0,104.0,31.0,70.0,77.0,88.0,111.0,135.0,"['796', '855', '344']",Bedrijfskunde,Economie en Bedrijf,1.0,Information Management,71.0,0.0,both,information,data
21PN,60964,Tilburg University,sectoroverstijgend,sectoroverstijgend,Data Science and Society,wo,master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,69.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,46.0,"['796', '855', '344']",Kunstmatige Intelligentie,Exact en Informatica,1.0,Data Science and Society,0.0,0.0,both,data,data
21PN,56826,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- en Informatiewetenschappen,wo,bachelor,32.0,94.0,39.0,126.0,82.0,173.0,136.0,201.0,110.0,217.0,126.0,165.0,255.0,337.0,327.0,33.0,62.0,18.0,53.0,22.0,34.0,10.0,55.0,13.0,36.0,95.0,71.0,56.0,65.0,49.0,"['796', '855', '344']",Communicatie,Taal en Communicatie,1.0,Communication and Information Sciences,238.0,587.0,both,information,growth
21PN,60834,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- & Informatiewetenschappen (research),wo,master,1.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,5.0,2.0,5.0,3.0,2.0,"['796', '855', '344']",,,1.0,Communicatie- & Informatiewetenschappen (research),1.0,1.0,left_only,,growth
21PN,66826,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- & Informatiewetenschappen,wo,master,70.0,129.0,67.0,172.0,100.0,164.0,125.0,224.0,106.0,206.0,199.0,239.0,264.0,349.0,312.0,55.0,121.0,60.0,128.0,71.0,159.0,82.0,147.0,119.0,200.0,176.0,188.0,230.0,229.0,319.0,"['796', '855', '344']",Communicatie,Taal en Communicatie,1.0,Communication and Information Sciences,246.0,0.0,both,information,growth
21PN,55018,Tilburg University,techniek,n.v.t. (techniek),Data Science (joint degree),wo,bachelor,0.0,0.0,0.0,0.0,26.0,9.0,25.0,13.0,21.0,20.0,0.0,0.0,35.0,38.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,"['796', '855', '344']",,,1.0,Data Science (joint degree),38.0,38.0,left_only,data,data
21PN,65018,Tilburg University,techniek,n.v.t. (techniek),Data Science and Entrepreneurship (joint degree),wo,master,0.0,0.0,6.0,1.0,15.0,6.0,36.0,9.0,33.0,11.0,0.0,7.0,21.0,45.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,16.0,4.0,0.0,0.0,0.0,7.0,20.0,"['796', '855', '344']",,,1.0,Data Science and Entrepreneurship (joint degree),45.0,45.0,left_only,data,data
27YA,60125,transnationale Universiteit Limburg,natuur,n.v.t. (natuur),Data Science for Decision Making,wo,master,5.0,1.0,15.0,4.0,19.0,5.0,28.0,7.0,26.0,14.0,6.0,19.0,24.0,35.0,40.0,6.0,4.0,13.0,0.0,2.0,0.0,11.0,3.0,14.0,3.0,10.0,13.0,2.0,14.0,17.0,['935'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Data Science for Decision Making,31.0,64.0,both,data,data
27YA,66981,transnationale Universiteit Limburg,natuur,n.v.t. (natuur),Artificial Intelligence,wo,master,21.0,5.0,17.0,1.0,19.0,4.0,33.0,13.0,43.0,4.0,26.0,18.0,23.0,46.0,47.0,24.0,2.0,13.0,2.0,14.0,4.0,13.0,2.0,16.0,3.0,26.0,15.0,18.0,15.0,19.0,['935'],Kunstmatige Intelligentie,Exact en Informatica,1.0,Artificial Intelligence,30.0,88.0,both,"artificial, intelligence",developer
